subject,subjNum,condition,runNum,trial,playerNum,endowment,propReturned,returned,trialRT,optimal_choice,binned_trial_num
15,4015,1,2,32,2,7.5,0.45,13.5,1.192475071,10,9
15,4015,1,2,33,2,10,0.45,18,0.653558797,10,10
15,4015,1,2,34,1,2.5,0.05,0.5,1.03979024,0,9
15,4015,1,2,35,1,0,0,0,0.464381532,0,10
15,4015,1,2,36,2,10,0.45,18,1.276475645,10,11
15,4015,1,2,37,3,2.5,0.15,1.5,1.134714082,0,10
15,4015,1,2,38,4,2.5,0.05,0.5,1.728486276,0,7
15,4015,1,2,39,3,2.5,0.25,2.5,1.544008408,10,11
15,4015,1,2,40,3,0,0.25,0,1.630571763,10,12
15,4015,1,2,41,1,0,0.2,0,1.085808614,0,11
15,4015,1,2,42,3,2.5,0.25,2.5,1.755988992,10,13
15,4015,1,2,43,4,7.5,0.4,12,1.446462603,10,8
15,4015,1,2,44,3,7.5,0.2,6,1.401331706,0,14
15,4015,1,2,45,4,7.5,0.2,6,1.323466658,0,9
15,4015,1,2,46,1,0,0.1,0,0.829336618,0,12
15,4015,1,2,47,2,10,0.4,16,1.156327944,10,12
15,4015,1,2,48,2,10,0.4,16,0.815213604,10,13
15,4015,1,2,49,4,7.5,0.5,15,2.253162965,10,10
15,4015,1,2,50,1,2.5,0.1,1,1.805951147,0,13
15,4015,1,2,51,1,0,0,0,0.982851424,0,14
15,4015,1,2,52,4,7.5,0.25,7.5,1.027944247,10,11
15,4015,1,2,53,4,7.5,0,0,1.514339286,0,12
15,4015,1,2,54,4,5,0.25,5,1.2004557,10,13
15,4015,1,2,55,3,5,0.3,6,1.421192771,10,15
15,4015,1,2,56,4,5,0.2,4,1.377775207,0,14
15,4015,1,2,57,2,10,0.4,16,1.035830527,10,14
15,4015,1,2,58,4,2.5,0.3,3,1.766543455,10,15
15,4015,1,2,59,2,10,0.5,20,0.84168738,10,15
15,4015,1,2,60,1,0,0.1,0,1.525119219,0,15
16,4016,1,1,1,1,-1,0.05,-1,-1,0,1
16,4016,1,1,2,2,2.5,0.45,4.5,0.804441528,10,1
16,4016,1,1,3,3,2.5,0.35,3.5,0.866374464,10,1
16,4016,1,1,4,1,2.5,0,0,0.767508959,0,2
16,4016,1,1,5,2,2.5,0.3,3,1.299036581,10,2
16,4016,1,1,6,4,2.5,0.45,4.5,1.421101567,10,1
16,4016,1,1,7,4,2.5,0.3,3,1.366908265,10,2
16,4016,1,1,8,2,2.5,0.45,4.5,0.91646458,10,3
16,4016,1,1,9,1,2.5,0.2,2,1.575284841,0,3
16,4016,1,1,10,4,2.5,0.5,5,1.077390824,10,3
16,4016,1,1,11,1,0,0.05,0,1.151194391,0,4
16,4016,1,1,12,4,2.5,0.2,2,1.312126872,0,4
16,4016,1,1,13,3,2.5,0.2,2,0.98215841,0,2
16,4016,1,1,14,2,2.5,0.35,3.5,0.813813928,10,4
16,4016,1,1,15,2,5,0.4,8,1.663444381,10,5
16,4016,1,1,16,4,2.5,0.1,1,1.015064312,0,5
16,4016,1,1,17,3,0,0.2,0,1.272176299,0,3
16,4016,1,1,18,1,0,0.15,0,1.36811945,0,5
16,4016,1,1,19,2,2.5,0.5,5,1.042891162,10,6
16,4016,1,1,20,3,0,0.35,0,1.104100708,10,4
16,4016,1,1,21,3,0,0.25,0,0.951008922,10,5
16,4016,1,1,22,3,0,0.2,0,0.837223305,0,6
16,4016,1,1,23,2,5,0.5,10,0.794004944,10,7
16,4016,1,1,24,4,2.5,0.35,3.5,0.807437803,10,6
16,4016,1,1,25,4,2.5,0.25,2.5,1.009880164,10,7
16,4016,1,1,26,4,2.5,0.25,2.5,1.279773886,10,8
16,4016,1,1,27,1,0,0,0,0.982490066,0,6
16,4016,1,1,28,4,2.5,0,0,0.829076961,0,9
16,4016,1,1,29,3,2.5,0.25,2.5,2.310375271,10,7
16,4016,1,1,30,1,0,0.15,0,1.531399375,0,7
16,4016,1,2,31,1,2.5,0.05,0.5,1.781567751,0,8
16,4016,1,2,32,2,2.5,0.4,4,1.020797799,10,8
16,4016,1,2,33,2,2.5,0.5,5,1.241735128,10,9
16,4016,1,2,34,3,2.5,0.3,3,1.238787956,10,8
16,4016,1,2,35,4,2.5,0.05,0.5,1.055909009,0,10
16,4016,1,2,36,2,2.5,0.35,3.5,0.709389319,10,10
16,4016,1,2,37,3,2.5,0.3,3,1.465131947,10,9
16,4016,1,2,38,2,2.5,0.5,5,0.938103117,10,11
16,4016,1,2,39,3,2.5,0.3,3,0.95809659,10,10
16,4016,1,2,40,2,5,0.45,9,1.028319413,10,12
16,4016,1,2,41,1,0,0,0,0.967100315,0,9
16,4016,1,2,42,1,0,0,0,0.948832374,0,10
16,4016,1,2,43,1,0,0,0,0.612069263,0,11
16,4016,1,2,44,3,5,0.25,5,1.523991063,10,11
16,4016,1,2,45,2,5,0.45,9,1.276984344,10,13
16,4016,1,2,46,4,0,0.3,0,1.374788652,10,11
16,4016,1,2,47,1,0,0.1,0,0.75585422,0,12
16,4016,1,2,48,3,2.5,0.25,2.5,1.493458622,10,12
16,4016,1,2,49,3,2.5,0.15,1.5,1.028068949,0,13
16,4016,1,2,50,1,0,0.1,0,0.882940659,0,13
16,4016,1,2,51,4,0,0.25,0,1.011262812,10,12
16,4016,1,2,52,4,0,0.4,0,0.789364762,10,13
16,4016,1,2,53,4,0,0.2,0,0.828578559,0,14
16,4016,1,2,54,3,2.5,0.15,1.5,1.489729081,0,14
16,4016,1,2,55,1,0,0.1,0,0.793733559,0,14
16,4016,1,2,56,1,0,0.05,0,0.542485661,0,15
16,4016,1,2,57,2,5,0.4,8,0.76482634,10,14
16,4016,1,2,58,3,0,0.25,0,0.882138602,10,15
16,4016,1,2,59,4,0,0.15,0,0.800638462,0,15
16,4016,1,2,60,2,5,0.5,10,0.733322435,10,15
17,4017,1,1,1,4,5,0.2,4,2.427470986,0,1
17,4017,1,1,2,3,7.5,0.2,6,2.087001572,0,1
17,4017,1,1,3,3,2.5,0.2,2,1.167859666,0,2
17,4017,1,1,4,4,-1,0.05,-1,-1,0,2
17,4017,1,1,5,2,2.5,0.45,4.5,1.900518105,10,1
17,4017,1,1,6,2,5,0.5,10,1.453704073,10,2
17,4017,1,1,7,4,0,0.35,0,1.500835478,10,3
17,4017,1,1,8,3,0,0.25,0,1.034973861,10,3
17,4017,1,1,9,3,0,0.3,0,1.442739205,10,4
17,4017,1,1,10,2,7.5,0.45,13.5,2.085008842,10,3
17,4017,1,1,11,4,0,0.3,0,0.852021874,10,4
17,4017,1,1,12,4,0,0.45,0,0.724778878,10,5
17,4017,1,1,13,1,-1,0.1,-1,-1,0,1
17,4017,1,1,14,3,0,0.35,0,1.03982821,10,5
17,4017,1,1,15,3,0,0.25,0,1.003678156,10,6
17,4017,1,1,16,1,2.5,0.05,0.5,1.888399613,0,2
17,4017,1,1,17,2,10,0.5,20,1.612123432,10,4
17,4017,1,1,18,4,0,0.25,0,0.619989004,10,6
17,4017,1,1,19,1,0,0.1,0,2.044219705,0,3
17,4017,1,1,20,1,-1,0.1,-1,-1,0,4
17,4017,1,1,21,1,0,0,0,2.050040746,0,5
17,4017,1,1,22,2,10,0.5,20,0.979028664,10,5
17,4017,1,1,23,1,0,0,0,1.096905007,0,6
17,4017,1,1,24,3,2.5,0.25,2.5,1.349819149,10,7
17,4017,1,1,25,2,10,0.35,14,1.26554451,10,6
17,4017,1,1,26,1,0,0,0,1.118063311,0,7
17,4017,1,1,27,1,0,0,0,0.932540378,0,8
17,4017,1,1,28,3,2.5,0.15,1.5,2.039498783,0,8
17,4017,1,1,29,2,10,0.45,18,1.306306895,10,7
17,4017,1,1,30,1,0,0.05,0,0.834446844,0,9
17,4017,1,2,31,4,0,0.25,0,0.910636865,10,7
17,4017,1,2,32,3,0,0.25,0,1.131127598,10,9
17,4017,1,2,33,3,0,0.3,0,2.152982069,10,10
17,4017,1,2,34,2,10,0.4,16,0.982552892,10,8
17,4017,1,2,35,1,0,0.05,0,0.780646887,0,10
17,4017,1,2,36,2,10,0.35,14,1.055024833,10,9
17,4017,1,2,37,3,0,0.25,0,0.671899273,10,11
17,4017,1,2,38,4,2.5,0.2,2,1.917214083,0,8
17,4017,1,2,39,2,10,0.3,12,1.106158522,10,10
17,4017,1,2,40,1,0,0,0,0.636226357,0,11
17,4017,1,2,41,4,0,0.5,0,0.596482209,10,9
17,4017,1,2,42,2,10,0.5,20,0.968713151,10,11
17,4017,1,2,43,1,0,0.15,0,0.650845127,0,12
17,4017,1,2,44,2,10,0.5,20,0.963711984,10,12
17,4017,1,2,45,4,0,0.1,0,1.16690605,0,10
17,4017,1,2,46,4,0,0.15,0,1.021836641,0,11
17,4017,1,2,47,2,10,0.4,16,0.823852569,10,13
17,4017,1,2,48,2,10,0.45,18,1.123265701,10,14
17,4017,1,2,49,3,0,0.2,0,0.693880944,0,12
17,4017,1,2,50,1,0,0.05,0,0.75260192,0,13
17,4017,1,2,51,4,0,0.25,0,1.900371687,10,12
17,4017,1,2,52,4,0,0,0,1.562450565,0,13
17,4017,1,2,53,2,10,0.4,16,0.917626603,10,15
17,4017,1,2,54,1,0,0.15,0,1.649072923,0,14
17,4017,1,2,55,3,0,0.15,0,0.612921369,0,13
17,4017,1,2,56,4,0,0.4,0,0.652651712,10,14
17,4017,1,2,57,1,0,0.2,0,0.912889678,0,15
17,4017,1,2,58,3,0,0.35,0,0.664007425,10,14
17,4017,1,2,59,3,0,0.3,0,1.530418338,10,15
17,4017,1,2,60,4,0,0.3,0,0.709576841,10,15
18,4018,1,1,1,1,2.5,0.05,0.5,2.180120509,0,1
18,4018,1,1,2,3,2.5,0.3,3,2.232941149,10,1
18,4018,1,1,3,2,2.5,0.45,4.5,2.135730922,10,1
18,4018,1,1,4,1,2.5,0.05,0.5,0.902539333,0,2
18,4018,1,1,5,3,7.5,0.2,6,0.609798789,0,2
18,4018,1,1,6,4,0,0.2,0,0.352614289,0,1
18,4018,1,1,7,2,2.5,0.45,4.5,0.646501944,10,2
18,4018,1,1,8,1,2.5,0.05,0.5,1.056381514,0,3
18,4018,1,1,9,1,0,0,0,0.855625389,0,4
18,4018,1,1,10,2,2.5,0.35,3.5,0.831404424,10,3
18,4018,1,1,11,4,5,0.25,5,1.50198227,10,2
18,4018,1,1,12,1,0,0.15,0,0.658382285,0,5
18,4018,1,1,13,3,0,0.3,0,0.682796257,10,3
18,4018,1,1,14,2,0,0.45,0,0.606053601,10,4
18,4018,1,1,15,3,0,0.2,0,0.053646231,0,4
18,4018,1,1,16,4,2.5,0.4,4,0.527481332,10,3
18,4018,1,1,17,1,0,0.2,0,0.355263674,0,6
18,4018,1,1,18,2,2.5,0.4,4,0.556008708,10,5
18,4018,1,1,19,4,2.5,0.45,4.5,0.727604009,10,4
18,4018,1,1,20,3,0,0.25,0,0.39511403,10,5
18,4018,1,1,21,1,0,0.15,0,0.842328597,0,7
18,4018,1,1,22,4,2.5,0.3,3,0.65916066,10,5
18,4018,1,1,23,3,2.5,0.15,1.5,0.667275901,0,6
18,4018,1,1,24,2,0,0.5,0,0.327037514,10,6
18,4018,1,1,25,1,0,0.05,0,0.458454637,0,8
18,4018,1,1,26,2,0,0.3,0,0.451203715,10,7
18,4018,1,1,27,3,0,0.2,0,0.502811406,0,7
18,4018,1,1,28,2,0,0.5,0,0.375310366,10,8
18,4018,1,1,29,3,2.5,0.25,2.5,0.336918222,10,8
18,4018,1,1,30,3,2.5,0.35,3.5,0.847467408,10,9
18,4018,1,2,31,2,2.5,0.5,5,0.680174233,10,9
18,4018,1,2,32,1,0,0,0,0.843587082,0,9
18,4018,1,2,33,3,0,0.25,0,0.501936409,10,10
18,4018,1,2,34,1,2.5,0.1,1,0.482427398,0,10
18,4018,1,2,35,4,2.5,0.1,1,0.608647775,0,6
18,4018,1,2,36,3,0,0.25,0,0.561285671,10,11
18,4018,1,2,37,4,0,0.05,0,0.339377998,0,7
18,4018,1,2,38,3,2.5,0.3,3,0.420274032,10,12
18,4018,1,2,39,4,0,0.3,0,0.348831181,10,8
18,4018,1,2,40,3,0,0.35,0,0.400570486,10,13
18,4018,1,2,41,1,2.5,0,0,0.521853796,0,11
18,4018,1,2,42,4,2.5,0.2,2,0.432130903,0,9
18,4018,1,2,43,2,5,0.4,8,0.550541605,10,10
18,4018,1,2,44,1,0,0,0,0.477647213,0,12
18,4018,1,2,45,2,0,0.5,0,0.531440067,10,11
18,4018,1,2,46,4,2.5,0.15,1.5,1.5266998,0,10
18,4018,1,2,47,4,0,0.35,0,0.500427173,10,11
18,4018,1,2,48,3,0,0.25,0,0.584210127,10,14
18,4018,1,2,49,2,5,0.35,7,0.511566403,10,12
18,4018,1,2,50,2,5,0.45,9,1.745989155,10,13
18,4018,1,2,51,1,0,0,0,0.878890006,0,13
18,4018,1,2,52,2,0,0.5,0,0.539071333,10,14
18,4018,1,2,53,1,0,0.1,0,0.433167947,0,14
18,4018,1,2,54,4,2.5,0,0,0.808833832,0,12
18,4018,1,2,55,4,7.5,0.25,7.5,0.44310861,10,13
18,4018,1,2,56,2,10,0.4,16,0.565800029,10,15
18,4018,1,2,57,4,2.5,0.25,2.5,0.82273219,10,14
18,4018,1,2,58,1,0,0.1,0,0.711376265,0,15
18,4018,1,2,59,4,0,0.5,0,0.968158523,10,15
18,4018,1,2,60,3,0,0.15,0,0.708999182,0,15
19,4019,1,1,1,2,5,0.5,10,2.642059832,10,1
19,4019,1,1,2,1,0,0.1,0,1.252292373,0,1
19,4019,1,1,3,3,7.5,0.2,6,0.28694585,0,1
19,4019,1,1,4,3,10,0.35,14,1.086672119,10,2
19,4019,1,1,5,3,7.5,0.25,7.5,1.106762417,10,3
19,4019,1,1,6,2,7.5,0.45,13.5,1.703968132,10,2
19,4019,1,1,7,4,7.5,0.5,15,0.942485796,10,1
19,4019,1,1,8,1,10,0.1,4,0.727353266,0,2
19,4019,1,1,9,4,7.5,0.1,3,1.361678726,0,2
19,4019,1,1,10,2,10,0.45,18,1.603783943,10,3
19,4019,1,1,11,2,10,0.45,18,1.465793771,10,4
19,4019,1,1,12,1,2.5,0.15,1.5,1.359735008,0,3
19,4019,1,1,13,1,0,0,0,2.021705718,0,4
19,4019,1,1,14,2,10,0.35,14,0.910891266,10,5
19,4019,1,1,15,4,5,0,0,1.861788151,0,3
19,4019,1,1,16,1,0,0,0,2.175420348,0,5
19,4019,1,1,17,3,2.5,0.3,3,2.196371084,10,4
19,4019,1,1,18,2,10,0.35,14,1.066771098,10,6
19,4019,1,1,19,4,-1,0.15,-1,-1,0,4
19,4019,1,1,20,1,0,0.05,0,2.094738058,0,6
19,4019,1,1,21,3,5,0.35,7,1.278502147,10,5
19,4019,1,1,22,3,10,0.15,6,2.962085002,0,6
19,4019,1,1,23,3,7.5,0.3,9,0.978064912,10,7
19,4019,1,1,24,2,10,0.5,20,0.988056137,10,7
19,4019,1,1,25,2,10,0.3,12,0.858991156,10,8
19,4019,1,1,26,1,0,0,0,1.362042575,0,7
19,4019,1,1,27,4,5,0.25,5,1.62979113,10,5
19,4019,1,1,28,4,2.5,0.25,2.5,1.891441083,10,6
19,4019,1,1,29,1,-1,0.1,-1,-1,0,8
19,4019,1,1,30,2,10,0.5,20,0.944701126,10,9
19,4019,1,2,31,3,-1,0.2,-1,-1,0,8
19,4019,1,2,32,2,7.5,0.45,13.5,1.150335881,10,10
19,4019,1,2,33,1,2.5,0.2,2,1.287223495,0,9
19,4019,1,2,34,1,2.5,0.15,1.5,1.72767451,0,10
19,4019,1,2,35,2,10,0.5,20,0.900508605,10,11
19,4019,1,2,36,3,2.5,0.25,2.5,1.532484857,10,9
19,4019,1,2,37,2,10,0.4,16,1.376036014,10,12
19,4019,1,2,38,3,2.5,0.25,2.5,1.484337016,10,10
19,4019,1,2,39,4,2.5,0.45,4.5,1.607578085,10,7
19,4019,1,2,40,2,0,0.5,0,0.856095243,10,13
19,4019,1,2,41,1,0,0,0,1.387049404,0,11
19,4019,1,2,42,1,0,0.05,0,0.822216876,0,12
19,4019,1,2,43,4,-1,0.35,-1,-1,10,8
19,4019,1,2,44,4,5,0.3,6,0.71711715,10,9
19,4019,1,2,45,3,2.5,0.25,2.5,1.397990934,10,11
19,4019,1,2,46,2,10,0.4,16,1.407303913,10,14
19,4019,1,2,47,4,7.5,0.2,6,1.46605341,0,10
19,4019,1,2,48,4,5,0.4,8,0.980277556,10,11
19,4019,1,2,49,2,10,0.4,16,0.987314111,10,15
19,4019,1,2,50,4,5,0.25,5,1.037089018,10,12
19,4019,1,2,51,4,5,0.2,4,1.290750127,0,13
19,4019,1,2,52,1,-1,0.05,-1,-1,0,13
19,4019,1,2,53,3,-1,0.3,-1,-1,10,12
19,4019,1,2,54,4,7.5,0.05,1.5,1.168412291,0,14
19,4019,1,2,55,3,10,0.25,10,1.347183292,10,13
19,4019,1,2,56,1,-1,0.05,-1,-1,0,14
19,4019,1,2,57,4,5,0.3,6,1.105539613,10,15
19,4019,1,2,58,1,0,0,0,1.01704875,0,15
19,4019,1,2,59,3,10,0.15,6,1.318638357,0,14
19,4019,1,2,60,3,5,0.2,4,0.864985313,0,15
20,4020,1,1,1,1,10,0.05,2,1.862309771,0,1
20,4020,1,1,2,4,10,0.25,10,0.699347469,10,1
20,4020,1,1,3,3,10,0.25,10,1.534576418,10,1
20,4020,1,1,4,3,10,0.25,10,0.755950607,10,2
20,4020,1,1,5,3,10,0.25,10,0.660065771,10,3
20,4020,1,1,6,4,10,0.35,14,0.99133512,10,2
20,4020,1,1,7,4,10,0.15,6,0.630680494,0,3
20,4020,1,1,8,3,10,0.25,10,0.642869332,10,4
20,4020,1,1,9,3,10,0.35,14,0.623771563,10,5
20,4020,1,1,10,2,10,0.35,14,0.883820239,10,1
20,4020,1,1,11,3,10,0.35,14,0.610258301,10,6
20,4020,1,1,12,4,10,0.5,20,0.690139345,10,4
20,4020,1,1,13,3,10,0.25,10,0.621241802,10,7
20,4020,1,1,14,3,10,0.2,8,0.490484449,0,8
20,4020,1,1,15,4,10,0.45,18,0.415156821,10,5
20,4020,1,1,16,4,10,0.2,8,0.41093175,0,6
20,4020,1,1,17,3,10,0.3,12,0.399040176,10,9
20,4020,1,1,18,4,10,0.3,12,0.575297381,10,7
20,4020,1,1,19,4,10,0.4,16,0.478217812,10,8
20,4020,1,1,20,1,10,0,0,0.417154457,0,2
20,4020,1,1,21,2,10,0.45,18,0.556207403,10,2
20,4020,1,1,22,2,10,0.4,16,0.440403633,10,3
20,4020,1,1,23,2,10,0.5,20,0.59152416,10,4
20,4020,1,1,24,2,10,0.5,20,0.489392493,10,5
20,4020,1,1,25,4,10,0.05,2,0.696984864,0,9
20,4020,1,1,26,1,0,0.2,0,0.768547252,0,3
20,4020,1,1,27,3,10,0.15,6,0.572589728,0,10
20,4020,1,1,28,1,0,0,0,0.933326935,0,4
20,4020,1,1,29,4,10,0,0,0.801663536,0,10
20,4020,1,1,30,2,10,0.35,14,0.654427572,10,6
20,4020,1,2,31,2,10,0.5,20,0.71545755,10,7
20,4020,1,2,32,2,10,0.5,20,0.609044832,10,8
20,4020,1,2,33,4,10,0.1,4,0.722626696,0,11
20,4020,1,2,34,1,0,0.05,0,0.643078489,0,5
20,4020,1,2,35,2,10,0.45,18,0.674367394,10,9
20,4020,1,2,36,3,10,0.2,8,1.04835964,0,11
20,4020,1,2,37,3,7.5,0.15,4.5,1.059500489,0,12
20,4020,1,2,38,1,0,0.05,0,0.511310124,0,6
20,4020,1,2,39,3,10,0.3,12,1.215716379,10,13
20,4020,1,2,40,1,0,0.1,0,1.130869819,0,7
20,4020,1,2,41,1,0,0,0,0.943294103,0,8
20,4020,1,2,42,2,10,0.5,20,0.759116939,10,10
20,4020,1,2,43,4,10,0.25,10,1.286843746,10,12
20,4020,1,2,44,1,0,0,0,0.813651721,0,9
20,4020,1,2,45,1,0,0.15,0,0.749588984,0,10
20,4020,1,2,46,3,10,0.2,8,1.741759265,0,14
20,4020,1,2,47,1,0,0,0,0.880894043,0,11
20,4020,1,2,48,1,0,0.1,0,0.824270278,0,12
20,4020,1,2,49,4,10,0.3,12,0.911720032,10,13
20,4020,1,2,50,1,0,0.15,0,0.891995838,0,13
20,4020,1,2,51,1,0,0.05,0,0.715196063,0,14
20,4020,1,2,52,4,10,0.2,8,1.294330631,0,14
20,4020,1,2,53,2,10,0.4,16,0.702497114,10,11
20,4020,1,2,54,4,10,0.25,10,1.300017285,10,15
20,4020,1,2,55,3,10,0.3,12,1.274333333,10,15
20,4020,1,2,56,2,10,0.45,18,0.641434313,10,12
20,4020,1,2,57,1,0,0.1,0,0.834486663,0,15
20,4020,1,2,58,2,10,0.45,18,0.502662019,10,13
20,4020,1,2,59,2,10,0.3,12,0.801893801,10,14
20,4020,1,2,60,2,10,0.4,16,0.65530894,10,15
21,4021,1,1,1,4,-1,0.05,-1,-1,0,1
21,4021,1,1,2,2,2.5,0.3,3,1.18693286,10,1
21,4021,1,1,3,4,0,0.35,0,0.933750592,10,2
21,4021,1,1,4,4,2.5,0.3,3,2.081140387,10,3
21,4021,1,1,5,3,0,0.3,0,0.342140476,10,1
21,4021,1,1,6,3,0,0.15,0,1.363294173,0,2
21,4021,1,1,7,1,2.5,0.05,0.5,1.459477044,0,1
21,4021,1,1,8,2,2.5,0.5,5,1.480450189,10,2
21,4021,1,1,9,1,0,0.1,0,2.245772956,0,2
21,4021,1,1,10,4,0,0.2,0,1.30653393,0,4
21,4021,1,1,11,2,2.5,0.5,5,1.569248879,10,3
21,4021,1,1,12,2,2.5,0.35,3.5,1.461425739,10,4
21,4021,1,1,13,4,2.5,0.1,1,1.535856069,0,5
21,4021,1,1,14,3,0,0.25,0,0.494992636,10,3
21,4021,1,1,15,1,0,0,0,1.043171982,0,3
21,4021,1,1,16,4,0,0,0,0.916283817,0,6
21,4021,1,1,17,1,0,0,0,0.965858696,0,4
21,4021,1,1,18,2,2.5,0.45,4.5,1.008715679,10,5
21,4021,1,1,19,2,2.5,0.4,4,1.230850045,10,6
21,4021,1,1,20,4,0,0.15,0,1.260060665,0,7
21,4021,1,1,21,4,0,0.25,0,1.22557351,10,8
21,4021,1,1,22,3,-1,0.25,-1,-1,10,4
21,4021,1,1,23,3,0,0.25,0,1.289111639,10,5
21,4021,1,1,24,3,0,0.2,0,1.356541028,0,6
21,4021,1,1,25,1,0,0.15,0,1.355011743,0,5
21,4021,1,1,26,1,0,0,0,1.161239026,0,6
21,4021,1,1,27,1,0,0.15,0,0.972222775,0,7
21,4021,1,1,28,1,0,0.05,0,1.109960306,0,8
21,4021,1,1,29,4,0,0.5,0,1.229827673,10,9
21,4021,1,1,30,3,0,0.25,0,1.491636753,10,7
21,4021,1,2,31,2,2.5,0.35,3.5,1.617771022,10,7
21,4021,1,2,32,2,2.5,0.45,4.5,1.114410047,10,8
21,4021,1,2,33,2,2.5,0.45,4.5,1.078447412,10,9
21,4021,1,2,34,3,0,0.35,0,0.894722303,10,8
21,4021,1,2,35,4,0,0.3,0,1.41933017,10,10
21,4021,1,2,36,1,0,0,0,1.271100779,0,9
21,4021,1,2,37,1,0,0.05,0,0.785708238,0,10
21,4021,1,2,38,1,0,0.05,0,0.94739946,0,11
21,4021,1,2,39,4,0,0.4,0,0.904958361,10,11
21,4021,1,2,40,2,5,0.5,10,0.958393448,10,10
21,4021,1,2,41,1,0,0.1,0,0.885397183,0,12
21,4021,1,2,42,2,2.5,0.5,5,1.949877673,10,11
21,4021,1,2,43,3,0,0.35,0,0.713914912,10,9
21,4021,1,2,44,1,0,0.2,0,1.131933623,0,13
21,4021,1,2,45,4,0,0.2,0,0.6690012,0,12
21,4021,1,2,46,3,0,0.3,0,0.867558416,10,10
21,4021,1,2,47,4,0,0.45,0,1.766177877,10,13
21,4021,1,2,48,1,0,0,0,0.814287202,0,14
21,4021,1,2,49,4,0,0.25,0,1.029439036,10,14
21,4021,1,2,50,1,0,0.1,0,0.898485944,0,15
21,4021,1,2,51,3,0,0.2,0,0.926621358,0,11
21,4021,1,2,52,2,2.5,0.5,5,1.287065133,10,12
21,4021,1,2,53,2,2.5,0.45,4.5,0.969201207,10,13
21,4021,1,2,54,3,0,0.3,0,0.826360107,10,12
21,4021,1,2,55,2,5,0.4,8,1.189238864,10,14
21,4021,1,2,56,4,0,0.25,0,0.722760802,10,15
21,4021,1,2,57,3,0,0.2,0,0.664297834,0,13
21,4021,1,2,58,2,5,0.4,8,1.574829556,10,15
21,4021,1,2,59,3,0,0.15,0,0.740788796,0,14
21,4021,1,2,60,3,0,0.25,0,1.117503728,10,15
22,4022,1,1,1,1,0,0.1,0,1.828133248,0,1
22,4022,1,1,2,2,2.5,0.45,4.5,1.510031564,10,1
22,4022,1,1,3,1,2.5,0,0,1.467542653,0,2
22,4022,1,1,4,4,5,0.2,4,1.344926524,0,1
22,4022,1,1,5,1,2.5,0.2,2,1.436751741,0,3
22,4022,1,1,6,3,5,0.2,4,1.407581262,0,1
22,4022,1,1,7,4,5,0.2,4,2.086246292,0,2
22,4022,1,1,8,3,2.5,0.35,3.5,2.896653724,10,2
22,4022,1,1,9,3,7.5,0.2,6,1.797059048,0,3
22,4022,1,1,10,3,5,0.3,6,1.527299455,10,4
22,4022,1,1,11,2,2.5,0.45,4.5,1.758677093,10,2
22,4022,1,1,12,1,2.5,0.05,0.5,1.324909173,0,4
22,4022,1,1,13,4,2.5,0.35,3.5,2.862412928,10,3
22,4022,1,1,14,1,0,0,0,1.003733922,0,5
22,4022,1,1,15,1,0,0.15,0,1.120906075,0,6
22,4022,1,1,16,2,5,0.45,9,1.504686423,10,3
22,4022,1,1,17,3,5,0.25,5,2.026194693,10,5
22,4022,1,1,18,2,7.5,0.4,12,1.705675482,10,4
22,4022,1,1,19,4,5,0,0,2.292882983,0,4
22,4022,1,1,20,2,10,0.35,14,1.165787387,10,5
22,4022,1,1,21,1,0,0,0,2.619349802,0,7
22,4022,1,1,22,4,0,0.25,0,1.629721826,10,5
22,4022,1,1,23,2,10,0.3,12,1.469865584,10,6
22,4022,1,1,24,4,0,0.5,0,1.725219934,10,6
22,4022,1,1,25,3,-1,0.2,-1,-1,0,6
22,4022,1,1,26,1,0,0.1,0,1.151029501,0,8
22,4022,1,1,27,2,7.5,0.5,15,2.031629311,10,7
22,4022,1,1,28,2,10,0.4,16,1.069335741,10,8
22,4022,1,1,29,4,0,0.25,0,2.168060372,10,7
22,4022,1,1,30,3,2.5,0.25,2.5,2.257312356,10,7
22,4022,1,2,31,4,0,0.45,0,0.778773518,10,8
22,4022,1,2,32,4,0,0.3,0,1.294818515,10,9
22,4022,1,2,33,1,2.5,0,0,2.936157416,0,9
22,4022,1,2,34,3,2.5,0.25,2.5,1.521840751,10,8
22,4022,1,2,35,1,0,0,0,0.968051219,0,10
22,4022,1,2,36,2,10,0.5,20,0.728298174,10,9
22,4022,1,2,37,4,-1,0.1,-1,-1,0,10
22,4022,1,2,38,1,0,0.1,0,0.937861755,0,11
22,4022,1,2,39,4,0,0.15,0,0.854882094,0,11
22,4022,1,2,40,4,0,0.4,0,0.891260392,10,12
22,4022,1,2,41,3,2.5,0.3,3,2.340995422,10,9
22,4022,1,2,42,3,5,0.25,5,1.842937423,10,10
22,4022,1,2,43,3,5,0.3,6,1.260469519,10,11
22,4022,1,2,44,3,5,0.15,3,0.970844909,0,12
22,4022,1,2,45,3,0,0.15,0,0.552603775,0,13
22,4022,1,2,46,2,10,0.35,14,1.128531707,10,10
22,4022,1,2,47,3,0,0.25,0,1.285890582,10,14
22,4022,1,2,48,2,10,0.5,20,0.790382303,10,11
22,4022,1,2,49,2,10,0.4,16,0.981197542,10,12
22,4022,1,2,50,3,2.5,0.35,3.5,1.688801456,10,15
22,4022,1,2,51,1,0,0.05,0,0.867322472,0,12
