subject,condition,trial,delta,q_val
25,1,59,-0.191097198,0.177790428
25,1,60,0.806989217,-0.708841594
26,1,1,-5.182092711,-0.616170655
26,1,2,-1.182092711,9.33E-10
26,1,3,1.817907289,0.897327597
26,1,4,-9.33E-10,7.89E-10
26,1,5,-7.89E-10,6.68E-10
26,1,6,4.817907289,2.077643375
26,1,7,-2.897327597,0.451015535
26,1,8,2.548984465,1.453884396
26,1,9,-0.453884396,1.383966834
26,1,10,0.619490382,2.624241042
26,1,11,0.623476648,0.621823127
26,1,12,4.801627884,4.587517833
26,1,13,-2.405395016,0.034861559
26,1,14,0.39748216,2.258902661
26,1,15,-2.258902661,1.910935278
26,1,16,-0.134490463,4.613773194
26,1,17,3.386226806,5.946045503
26,1,18,-0.642319443,1.543374845
26,1,19,0.456625155,1.723028803
26,1,20,-0.000298381,6.000252417
26,1,21,-2.723028785,1.303566177
26,1,22,-1.367632554,2.156958792
26,1,23,-5.52E-09,6.000000005
26,1,24,-2.303481788,0.948647317
26,1,25,-3.538453365,-0.006619418
26,1,26,-0.999639531,5.845652395
26,1,27,-1.845652395,5.561343183
26,1,28,-1.993205015,-0.313833596
26,1,29,-7.156299762,1.053924282
26,1,30,-0.685724829,-0.41990605
26,1,31,-4.58009395,-1.125435924
26,1,32,-1.060453694,5.397098582
26,1,33,-3.053533923,0.583159423
26,1,34,-2.396910165,5.027683738
26,1,35,-1.374162325,-1.337517301
26,1,36,-2.082926731,0.262067148
26,1,37,-0.946748853,0.800909138
26,1,38,-0.800909138,0.67753496
26,1,39,-2.17753496,0.342101674
26,1,40,-1.261824946,0.06745007
26,1,41,-0.56745007,-0.01996145
26,1,42,1.338000902,-0.81157971
26,1,43,1.860873787,0.871265777
26,1,44,-0.909677288,-0.730451825
26,1,45,-0.722277331,0.611015807
26,1,46,2.092640693,6.230684917
26,1,47,0.640170221,1.11169745
26,1,48,-1.196094982,1.011845324
26,1,49,-4.594359707,-1.113367702
26,1,50,-1.886632298,-1.403989567
26,1,51,-3.596010433,-1.957928594
26,1,52,1.957928594,-1.187603923
26,1,53,-0.812396077,-1.312747579
26,1,54,3.461148112,7.900601131
26,1,55,-1.900601131,7.607827469
26,1,56,-2.75516006,1.330747865
26,1,57,0.901506014,-0.546818757
26,1,58,-1.762400365,1.490915518
26,1,59,-6.214737347,6.75740265
26,1,60,-0.437444271,1.37005919
27,1,1,0,0
27,1,2,-0.500000001,-0.187735871
27,1,3,-0.500000001,-0.187735871
27,1,4,-1.42E-09,8.85E-10
27,1,5,0.687735871,-0.142095358
27,1,6,-1.42E-09,8.85E-10
27,1,7,-8.85E-10,5.53E-10
27,1,8,-1.000000001,-0.375471744
27,1,9,0.375471744,-0.35055415
27,1,10,2.088465752,0.050132005
27,1,11,2.449867995,0.212713655
27,1,12,-2.387895774,-1.008691617
27,1,13,0.373602567,-0.348809018
27,1,14,2.848809018,-0.159752273
27,1,15,1.290287148,-0.204659263
27,1,16,2.39590181,0.263098458
27,1,17,1.736901542,0.378365207
27,1,18,-1.010226209,-0.369085188
27,1,19,0.022995523,-0.021469461
27,1,20,0.367889533,-0.343475121
27,1,21,0.843475121,-0.287499217
27,1,22,-0.04151555,0.025927634
27,1,23,0.793466966,-0.240809774
27,1,24,0.604915994,-0.564771692
27,1,25,0.401363322,0.125272526
27,1,26,2.615061227,0.558483213
27,1,27,0.407932434,-0.380860637
27,1,28,0.420306305,0.607586665
27,1,29,1.195692791,0.383657487
27,1,30,0.330243184,0.691672887
27,1,31,0.308327113,0.712134533
27,1,32,0.263634104,-0.24613844
27,1,33,-2.430567684,-0.482041803
27,1,34,0.595526044,-0.556004891
27,1,35,3.592580963,0.645835042
27,1,36,-1.735719187,-0.915994323
27,1,37,1.103669949,0.469573377
27,1,38,0.72411935,-0.176064304
27,1,39,0.523677256,-0.488924235
27,1,40,4.465547329,0.830801721
27,1,41,0.256737711,-0.239699715
27,1,42,-0.596699964,-0.127344012
27,1,43,0,-0.633968014
27,1,44,0.127344012,-0.118893026
27,1,45,0.627346751,-0.585713867
27,1,46,0.286233527,-0.267238087
27,1,47,0.07139134,-0.066653565
27,1,48,-2.236473911,-1.103258848
27,1,49,-0.494724602,0.308969493
27,1,50,0.959721612,-0.896031191
27,1,51,0.896031191,-0.836567485
27,1,52,1.077884157,-1.006352065
27,1,53,0.306721336,-0.286366255
27,1,54,0.990404062,-0.924677449
27,1,55,6.971051648,0.991571269
27,1,56,0.562217008,-0.524906358
27,1,57,-1.156822853,-0.277531441
27,1,58,6.645486399,1.29553089
27,1,59,0.345663902,-0.322724459
27,1,60,0.322724459,-0.301307356
28,1,1,-2.000000037,-1.592426243
28,1,2,1.999999963,1.999999973
28,1,3,-3.66E-08,7.45E-09
28,1,4,2.67E-08,2
28,1,5,-7.45E-09,1.52E-09
28,1,6,0,-1.592426243
28,1,7,-2.000000037,-1.592426243
28,1,8,1.092426243,-0.500000015
28,1,9,0.500000015,-6.68E-09
28,1,10,0.499999996,2.499999993
28,1,11,-6.84E-09,1.39E-09
28,1,12,-0.407573762,-1.916941817
28,1,13,-1.99273784,-1.593906184
28,1,14,1.593906184,-2.13E-08
28,1,15,2.042768778,1.999999973
28,1,16,1.952448437,-2.61E-08
28,1,17,6.000000011,5.99999992
28,1,18,1.08E-08,-1.44E-16
28,1,19,0,-1.44E-16
28,1,20,1.44E-16,-1.93E-24
28,1,21,-15.99999992,-6.739410022
28,1,22,0.285088218,1.999999996
28,1,23,2.327856971,4.499999969
28,1,24,-1.000000002,1.203786875
28,1,25,-1.203786875,0.245315965
28,1,26,6.778677119,-9.05E-08
28,1,27,0.32435529,-4.33E-09
28,1,28,3.039267117,7.499999959
28,1,29,-1.499999959,6.305680304
28,1,30,0.026727016,-3.57E-10
28,1,31,-1.218588972,-0.751667562
28,1,32,-1.478287165,-1.198744479
28,1,33,0.074780076,-9.99E-10
28,1,34,-0.499999999,-0.398106563
28,1,35,0.786916709,-1.05E-08
28,1,36,-1.292346517,-2.236636742
28,1,37,-0.225691277,6.04599292
28,1,38,2.240658113,-2.99E-08
28,1,39,3.954007074,9.999999947
28,1,40,0.425154963,-5.68E-09
28,1,41,1.88E-08,-2.51E-16
28,1,42,5.68E-09,-7.58E-17
28,1,43,5.17E-08,10
28,1,44,-0.972951589,-0.801725237
28,1,45,-1.982663936,8.404040887
28,1,46,-0.404040887,8.08233823
28,1,47,-2.08233823,6.4243532
28,1,48,3.5756468,9.999999952
28,1,49,-5.999999952,5.222721238
28,1,50,-1.296126398,-1.235866452
28,1,51,1.011357172,-1.35E-08
28,1,52,1.35E-08,-1.80E-16
28,1,53,-3.199626843,2.652041954
28,1,54,0.557010993,0.499999993
28,1,55,0.283978989,-3.79E-09
28,1,56,6.72E-09,0.5
28,1,57,3.79E-09,-5.06E-17
28,1,58,1.292877441,-1.73E-08
28,1,59,0,-1.73E-08
28,1,60,-0.500000003,0.101893438
29,1,1,0,0
29,1,2,-0.570801086,1.46683934
29,1,3,-5.570801086,0.556174057
29,1,4,-0.570801086,1.46683934
29,1,5,0,1.46683934
29,1,6,-1.96683934,1.108612879
29,1,7,0,1.108612879
29,1,8,0,0
29,1,9,4.429198914,4.795502124
29,1,10,-3.295502124,4.19528225
29,1,11,-2.69528225,3.704382255
29,1,12,-0.704382255,3.576090962
29,1,13,-0.853444268,0.698003855
29,1,14,-0.698003855,0.570874279
29,1,15,-0.524633502,0.429080399
29,1,16,0.966277347,1.237225843
29,1,17,0.762774157,1.792567489
29,1,18,-0.4290804,0.350930675
29,1,19,0.234622652,-0.063804424
29,1,20,-0.350930675,0.287014599
29,1,21,1.262668556,2.656623777
29,1,22,-6.373838368,2.212951704
29,1,23,0.664345175,0.319334745
29,1,24,-0.959984844,-0.71486013
29,1,25,1.862716783,3.493443747
29,1,26,-0.25135396,0.205574095
29,1,27,-0.205574095,0.168132256
29,1,28,-7.112613816,0.817171722
29,1,29,1.250892973,-0.340173914
29,1,30,0.340173914,-0.092508547
29,1,31,0.092508547,-0.025157224
29,1,32,2.182828277,2.406391071
29,1,33,0.025157223,-0.006841377
29,1,34,0.006841377,-0.001860477
29,1,35,0.335543483,-0.091249325
29,1,36,-2.406391071,1.96810771
29,1,37,0.172267706,-0.046847317
29,1,38,0.261656554,-0.071156155
29,1,39,0.046847317,-0.012739887
29,1,40,-5.96810771,0.881118011
29,1,41,0.493784341,-0.134282113
29,1,42,0.435368073,-0.118396109
29,1,43,5.13562451,6.103393315
29,1,44,-1.381118014,0.629570769
29,1,45,3.994409779,8.913740794
29,1,46,-0.913740794,8.747318391
29,1,47,-1.247318391,8.52014048
29,1,48,-0.476536582,0.389743518
29,1,49,-2.48639481,8.033540123
29,1,50,0.579051706,-0.157470135
29,1,51,0.594937709,-0.161790252
29,1,52,-0.21367087,0.174754341
29,1,53,0.172601117,-0.046937986
29,1,54,0.046937986,-0.012764544
29,1,55,-0.518409142,7.9239897
29,1,56,-0.13804349,0.112901207
29,1,57,-0.112901207,0.092338165
29,1,58,-6.406219193,6.73943491
29,1,59,0.520898707,-0.141655726
29,1,60,0.685055397,-0.186297293
30,1,1,0,0
30,1,2,6.301377254,1.458208355
30,1,3,-1.198622746,1.173949551
30,1,4,-1.173949551,1.149784243
30,1,5,-8.698622746,1.019564888
30,1,6,6.041791646,1.707100318
30,1,7,2.792899682,1.822153985
30,1,8,-2.51956489,0.9677006
30,1,9,0.301377254,1.211038
30,1,10,1.177846015,1.870675421
30,1,11,-5.4677006,0.855150051
30,1,12,-10.85515005,0.631700894
30,1,13,-1.211038,1.186109241
30,1,14,6.129324579,2.123173309
30,1,15,0.313890758,1.19903999
30,1,16,-10.6317009,0.412851354
30,1,17,6.850215755,1.431979288
30,1,18,2.37682669,2.221086825
30,1,19,-1.431979288,1.402502536
30,1,20,3.778913175,2.376759377
30,1,21,-5.402502537,1.291294066
30,1,22,-1.199039992,1.174358207
30,1,23,5.623240623,2.608409106
30,1,24,-1.174358208,1.150184489
30,1,25,-6.412851358,0.280845238
30,1,26,2.708705933,1.402879368
30,1,27,-5.150184489,1.04416989
30,1,28,-3.402879367,1.332832383
30,1,29,5.391590894,2.830516011
30,1,30,-11.33283238,1.099550317
30,1,31,0,0.280845239
30,1,32,0,1.04416989
30,1,33,-7.780845239,0.120679483
30,1,34,0.900449684,1.136644394
30,1,35,7.16948399,3.125863327
30,1,36,2.955830108,1.165935487
30,1,37,0.834064513,1.200294824
30,1,38,6.874136672,3.409043794
30,1,39,-3.200294826,1.134417967
30,1,40,8.863355602,1.501770855
30,1,41,-3.134417969,1.069897161
30,1,42,1.930102839,1.149407861
30,1,43,-5.120679489,0.015272239
30,1,44,-1.515272239,-0.015919067
30,1,45,-9.501770855,1.306180496
30,1,46,-5.806180496,1.186662467
30,1,47,-1.409043795,3.380039161
30,1,48,-1.14940786,1.125747734
30,1,49,-2.984080932,-0.077345245
30,1,50,0.619960839,3.405578484
30,1,51,-3.922654755,-0.158091609
30,1,52,-3.186662467,1.121066226
30,1,53,-1.841908391,-0.196006597
30,1,54,-3.125747734,1.061405399
30,1,55,-1.061405399,1.039556771
30,1,56,0.594421516,3.430065713
30,1,57,-3.803993403,-0.274310362
30,1,58,-1.725689638,-0.30983303
30,1,59,4.878933775,1.32205419
30,1,60,0.67794581,1.349982208
1,2,1,0,0
1,2,2,0,0
1,2,3,0,0
1,2,4,0,0
1,2,5,3.09E-09,1.999999997
1,2,6,3.09E-09,1.999999997
1,2,7,3.09E-09,1.999999997
1,2,8,-9.999999997,-3.08628175
1,2,9,6.000000032,1.999999968
1,2,10,2.000000032,1.999999969
1,2,11,4.000000032,1.999999968
1,2,12,4.000000031,1.999999969
1,2,13,-1.999999968,0.982743635
1,2,14,9.017256365,0.982743636
1,2,15,2.000000038,1.999999962
1,2,16,-1.999999962,0.982743632
1,2,17,-0.982743632,0.482892532
1,2,18,8.000000045,1.999999956
1,2,19,-2.982743627,-0.53436382
1,2,20,-4.913718227,-5.585537307
1,2,21,3.085537307,-5.585537306
1,2,22,5.585537306,-5.585537306
1,2,23,3.534363834,-0.534363834
1,2,24,8.000000067,1.999999934
1,2,25,-2.482892509,-0.779976576
1,2,26,4.000000074,1.999999927
1,2,27,2.000000073,1.999999927
1,2,28,0.779976576,-0.779976576
1,2,29,0.534363841,-0.534363841
1,2,30,0.779976576,-0.779976576
1,2,31,8.000000073,1.999999928
1,2,32,5.585537313,-5.585537312
1,2,33,0.779976576,-0.779976576
1,2,34,1.779976576,-0.779976576
1,2,35,0.534363841,-0.534363841
1,2,36,6.000000072,1.999999929
1,2,37,-0.465636159,-0.771199511
1,2,38,-0.728800489,-1.141887973
1,2,39,5.585537316,-5.585537315
1,2,40,6.000000075,1.999999926
1,2,41,5.585537315,-5.585537314
1,2,42,8.000000074,1.999999927
1,2,43,1.141887973,-1.141887973
1,2,44,0.779976579,-0.779976579
1,2,45,5.585537314,-5.585537314
1,2,46,1.141887973,-1.141887973
1,2,47,5.585537314,-5.585537313
1,2,48,8.000000073,1.999999928
1,2,49,0.779976579,-0.779976579
1,2,50,0.779976579,-0.779976579
1,2,51,5.585537313,-5.585537312
1,2,52,1.141887973,-1.141887973
1,2,53,0.779976579,-0.779976579
1,2,54,1.141887973,-1.141887973
1,2,55,1.141887973,-1.141887973
1,2,56,5.585537312,-5.585537311
1,2,57,5.585537311,-5.585537311
1,2,58,4.000000072,1.999999929
1,2,59,5.585537311,-5.58553731
1,2,60,5.58553731,-5.585537309
2,2,1,1.744230301,0.504971171
2,2,2,-3.255769699,0.255769696
2,2,3,2.244230301,0.576407114
2,2,4,-3.255769696,0.255769692
2,2,5,-7.755769692,0.255769684
2,2,6,4.235756768,0.869413788
2,2,7,9.130586212,2.173917857
2,2,8,-6.074659099,4.074659093
2,2,9,5.998291414,2.858695791
2,2,10,-3.553255486,5.553255482
2,2,11,-0.757965277,2.757965276
2,2,12,-4.255769699,0.255769695
2,2,13,5.242034724,3.506904661
2,2,14,-15.16390766,7.163907644
2,2,15,-9.323589604,1.323589594
2,2,16,-6.33527545,6.335275444
2,2,17,-8.719997675,6.719997666
2,2,18,-6.08807401,6.088074003
2,2,19,-0.724201162,0.724201161
2,2,20,-2.224201161,0.724201159
2,2,21,7.870258487,3.254180183
2,2,22,6.745819817,4.21796818
2,2,23,-10.18044085,10.18044084
2,2,24,-6.180440842,10.18044084
2,2,25,-0.436340369,4.436340369
2,2,26,-4.436340369,4.436340364
2,2,27,-12.0423062,10.04230619
2,2,28,-8.042306192,10.04230618
2,2,29,-13.46845445,9.468454431
2,2,30,5.335166789,3.42707855
2,2,31,2.57292145,3.794676689
2,2,32,-21.72786933,11.72786931
2,2,33,2.821282243,3.581799671
2,2,34,-14.11001445,12.11001444
2,2,35,-11.53467214,5.534672125
2,2,36,0.465327875,5.601154396
2,2,37,-3.601154396,5.601154392
2,2,38,5.114336171,3.616358681
2,2,39,-15.27509427,13.27509426
2,2,40,-13.27509426,13.27509424
2,2,41,1.193004785,2.977442058
2,2,42,-11.61594689,13.61594688
2,2,43,-20.50120506,12.50120504
2,2,44,-3.683374744,5.68337474
2,2,45,-22.3967858,12.39678578
2,2,46,-22.39678578,12.39678575
2,2,47,-15.66049934,11.66049933
2,2,48,-13.96957462,3.96957461
2,2,49,-15.55680884,11.55680882
2,2,50,-13.55680882,11.55680881
2,2,51,0.972616504,-0.83365695
2,2,52,6.577875747,4.361917765
2,2,53,3.638082235,4.881697434
2,2,54,-13.63582326,13.63582324
2,2,55,-4.495138264,4.495138259
2,2,56,-17.50839148,13.50839147
2,2,57,8.925194787,2.349964621
2,2,58,-26.29316838,16.29316836
2,2,59,-7.803428548,5.80342854
2,2,60,-22.07195055,16.07195053
3,2,1,-1.810089518,0.252088304
3,2,2,0.189910482,0.38845914
3,2,3,-0.252088304,0.244010566
3,2,4,-1.867832159,0.307980681
3,2,5,-2.591176273,0.008146472
3,2,6,2.189910482,1.213791379
3,2,7,-0.310089518,0.300153231
3,2,8,0,0.300153231
3,2,9,-0.09595917,0.092884323
3,2,10,-0.000294668,0.000285226
3,2,11,0.294084536,1.327274188
3,2,12,1.172725812,1.811218398
3,2,13,0.113403849,0.433394077
3,2,14,0.566605923,0.667213145
3,2,15,-0.138330047,0.133897498
3,2,16,3.156374392,3.14615438
3,2,17,-7.922547433,0.168682987
3,2,18,-0.210597651,0.203849411
3,2,19,1.348549045,0.707951456
3,2,20,0.241916854,-0.142085965
3,2,21,-1.223507193,0.684302003
3,2,22,3.517178185,3.934242088
3,2,23,-1.432168352,0.386276973
3,2,24,0,0.386276973
3,2,25,0.682944265,4.098883695
3,2,26,-0.430191653,0.416406899
3,2,27,1.93631649,4.862735722
3,2,28,-2.70E-09,2.61E-09
3,2,29,-0.926500744,0.896812616
3,2,30,-0.896812616,0.868075794
3,2,31,-1.713544153,4.658636569
3,2,32,3.341363431,6.03750405
3,2,33,-0.466370923,0.451426866
3,2,34,-0.951426866,0.420940024
3,2,35,4.07850644,7.604554986
3,2,36,-0.071700628,0.069403105
3,2,37,-0.083101125,1.080438292
3,2,38,-0.062603403,0.060597384
3,2,39,-0.060597384,0.058655645
3,2,40,-0.160448735,0.65530743
3,2,41,0.942771167,1.446278552
3,2,42,0.370698969,7.782275936
3,2,43,-0.129985772,0.125820601
3,2,44,2.228360075,8.69120863
3,2,45,0,0.872418175
3,2,46,-1.372418175,0.828441388
3,2,47,0,1.490469899
3,2,48,-2.578911301,8.496274511
3,2,49,0.054206661,-0.031837409
3,2,50,-4.499760108,8.355573011
3,2,51,0,0.914747273
3,2,52,0.400027695,-0.234949818
3,2,53,0.234949818,-0.137993989
3,2,54,-0.955577595,0.92495775
3,2,55,0.216183576,-0.126971939
3,2,56,-0.729260532,0.205892629
3,2,57,-6.272443457,8.071453763
3,2,58,-0.365948378,0.35422219
3,2,59,-2.35422219,0.278785177
3,2,60,1.029922849,-0.104908583
4,2,1,0.347085752,0.168693028
4,2,2,4.847085752,0.373266432
4,2,3,5.847085752,0.418727189
4,2,4,-8.152914248,-1.309719682
4,2,5,-7.918727189,-1.001893551
4,2,6,5.013255177,0.214651196
4,2,7,3.785348804,0.386736016
4,2,8,3.613263984,0.550997729
4,2,9,-0.407558711,-1.665557377
4,2,10,1.133921958,-0.082373008
4,2,11,0.156074429,-1.648979167
4,2,12,0.081067763,-0.077382361
4,2,13,-0.851698799,-1.801096082
4,2,14,-3.198903918,-2.374979882
4,2,15,-0.344856225,0.282988971
4,2,16,-0.70807055,-0.418957403
4,2,17,2.251572716,0.350785483
4,2,18,-1.599872418,-0.687144913
4,2,19,0.187144913,-0.678637163
4,2,20,1.725740928,0.35271256
4,2,21,0.198893825,-1.189851961
4,2,22,1.467975311,-2.401240043
4,2,23,2.677575337,-1.055850737
4,2,24,-0.372127577,-0.694632161
4,2,25,1.574014685,-1.002458787
4,2,26,3.615955528,0.548428545
4,2,27,-0.646392007,-2.469570807
4,2,28,1.003769772,-0.958137639
4,2,29,1.958137639,-0.869119221
4,2,30,-1.130880779,-1.071999387
4,2,31,-7.33E-09,-2.499999994
4,2,32,3.513551731,0.646176988
4,2,33,1.353823012,0.707722806
4,2,34,1.959294315,-2.370223314
4,2,35,0.514908201,-0.991500085
4,2,36,9.271585528,1.149907764
4,2,37,0.913962151,-0.87241274
4,2,38,2.280735789,-2.177051815
4,2,39,4.823375093,1.395899187
4,2,40,0.507218771,-0.484160222
4,2,41,0.808759466,-0.771992649
4,2,42,0.771992649,-0.736897279
4,2,43,0.470940449,-0.44953114
4,2,44,0.44953114,-0.429095114
4,2,45,2.111554608,-2.015561738
4,2,46,8.561282463,1.827919914
4,2,47,0.639942859,-0.610850572
4,2,48,1.334486746,-0.273819969
4,2,49,2.273819969,-0.170450393
4,2,50,0.170450393,-0.162701589
4,2,51,1.907010615,-1.82031647
4,2,52,0.32031647,-1.805754641
4,2,53,0.560621908,-0.535135612
4,2,54,1.80106618,-1.71918835
4,2,55,-0.97992664,-0.695872333
4,2,56,4.144580166,2.043835583
4,2,57,1.137494123,-0.08578278
4,2,58,1.722845829,-1.644523954
4,2,59,-0.928625317,-0.237970191
4,2,60,1.9775707,2.11233116
5,2,1,-2.000000295,-0.04608393
5,2,2,1.04608393,-0.046083927
5,2,3,1.999999705,2.99E-07
5,2,4,-2.000000295,-0.04608393
5,2,5,2.499999701,3.05E-07
5,2,6,4.999999695,3.15E-07
5,2,7,-1.958587797,-0.086542196
5,2,8,0.092327201,-0.0923272
5,2,9,-0.366317794,-0.14212294
5,2,10,-7.396247152,-0.27417798
5,2,11,-3.72582202,-0.360028777
5,2,12,0,-0.633887925
5,2,13,1.666415503,-0.6664155
5,2,14,-2.95E-07,2.88E-07
5,2,15,0.63284992,-0.632849919
5,2,16,-0.000394489,0.000385399
5,2,17,2.999614601,0.000385405
5,2,18,0.664171445,-0.664171443
5,2,19,-2.643666993,-0.41724867
5,2,20,0.755208393,-0.755208392
5,2,21,0.755208392,-0.75520839
5,2,22,-2.083692164,-0.464320497
5,2,23,4.221107006,-0.221106997
5,2,24,0.883448249,-0.883448248
5,2,25,0.220556699,-0.220556699
5,2,26,0.461003501,-0.4610035
5,2,27,0.883023706,-0.883023704
5,2,28,-1.780280491,-0.260740926
5,2,29,-0.239259074,-0.266253959
5,2,30,-1.94434576,-0.600456067
5,2,31,-0.899543933,-0.621183456
5,2,32,1.078540397,-1.078540395
5,2,33,0.620511636,-0.620511635
5,2,34,1.07815388,-1.078153878
5,2,35,0.619840056,-0.619840055
5,2,36,1.077767781,-1.077767779
5,2,37,1.109497634,-1.109497631
5,2,38,0.618477614,-0.618477613
5,2,39,-0.103549234,-0.398836759
5,2,40,1.113993678,-1.113993676
5,2,41,3.080878819,-1.080878813
5,2,42,0.112074606,-1.112074605
5,2,43,1.112074605,-1.112074603
5,2,44,0.395461267,-0.395461266
5,2,45,-1.880262917,-0.663062306
5,2,46,0.663062306,-0.663062305
5,2,47,3.168092236,-1.16809223
5,2,48,0.481710145,-0.481710144
5,2,49,0.981710144,-0.481710142
5,2,50,0.16017735,-0.660177349
5,2,51,1.197065816,-1.197065814
5,2,52,-2.019135281,-0.527389854
5,2,53,1.292247528,-1.292247525
5,2,54,0.526584917,-0.526584916
5,2,55,3.260384016,-1.260384009
5,2,56,1.289888634,-1.289888631
5,2,57,1.289888631,-1.289888628
5,2,58,-1.477052903,-0.556981511
5,2,59,0.556981511,-0.55698151
5,2,60,2.32805817,-1.328058165
6,2,1,-1.500000008,7.65E-09
6,2,2,-0.500000008,7.66E-09
6,2,3,-0.500000008,7.66E-09
6,2,4,-2.000000008,7.62E-09
6,2,5,-7.62E-09,7.62E-09
6,2,6,2.499999992,0.016829859
6,2,7,0.999999992,0.006731948
6,2,8,-5.016579748,0.016579748
6,2,9,0.493268052,0.010052599
6,2,10,-0.010052599,0.010052599
6,2,11,-0.524758005,0.024758005
6,2,12,-3.024758005,0.024758005
6,2,13,0.958412144,0.04803983
6,2,14,0.974057176,0.032500119
6,2,15,-0.032500119,0.032500119
6,2,16,4.935810555,0.097417029
6,2,17,-1.138632306,0.138632306
6,2,18,-2.138632306,0.138632306
6,2,19,-5.138632306,0.138632306
6,2,20,-0.638632306,0.138632306
6,2,21,2.902582972,0.116957044
6,2,22,-1.662458653,0.162458653
6,2,23,1.883042956,0.129633578
6,2,24,7.870366422,0.182616416
6,2,25,-2.34846538,0.34846538
6,2,26,-3.34846538,0.34846538
6,2,27,1.817383584,0.194850934
6,2,28,-0.378597129,0.378597129
6,2,29,1.621402871,0.389512317
6,2,30,0.278266626,0.223606648
6,2,31,2.276393352,0.238931193
6,2,32,1.761068807,0.250786604
6,2,33,1.249213396,0.259196234
6,2,34,-5.497744868,0.497744868
6,2,35,0.518222384,0.485266259
6,2,36,1.232211773,0.276083403
6,2,37,-2.002468887,0.502468887
6,2,38,1.494303989,0.515755576
6,2,39,7.699141424,0.352688738
6,2,40,-0.643405346,0.643405346
6,2,41,4.356594654,0.672733682
6,2,42,-3.727125041,0.727125041
6,2,43,-8.751422767,0.751422767
6,2,44,-3.672733682,0.672733682
6,2,45,-6.751422767,0.751422766
6,2,46,-4.72712504,0.72712504
6,2,47,-4.751422766,0.751422766
6,2,48,-4.672733682,0.672733682
6,2,49,-0.72712504,0.72712504
6,2,50,1.27287496,0.735693959
6,2,51,9.553976114,0.510340685
6,2,52,1.105903592,0.901541285
6,2,53,-0.870575663,0.870575663
6,2,54,5.129424337,0.905106643
6,2,55,0.594893357,0.909111429
6,2,56,-0.996448989,0.996448989
6,2,57,-3.409111429,0.909111429
6,2,58,1.876416016,0.636215905
6,2,59,-1.02755948,1.02755948
6,2,60,-8.575282943,1.075282943
7,2,1,0,0
7,2,2,1.499999999,0.149327867
7,2,3,0.850672133,0.234013904
7,2,4,-1.48E-09,1.33E-09
7,2,5,-2.500000001,-0.243193999
7,2,6,0.491670458,0.057276275
7,2,7,0,-0.238379701
7,2,8,-0.057276275,0.051704577
7,2,9,-0.238490189,0.215290436
7,2,10,4.784709564,0.691617415
7,2,11,-0.049919373,0.045063336
7,2,12,7.403146933,0.833850489
7,2,13,-1.87892029,-0.303856566
7,2,14,-1.10646454,-0.001169675
7,2,15,-5.316232461,0.299082126
7,2,16,3.785179048,1.091642759
7,2,17,0.663854476,0.402233506
7,2,18,1.597766494,0.561294213
7,2,19,0.282551089,-0.254422588
7,2,20,-0.564060873,0.509190385
7,2,21,0.257751351,-0.232091712
7,2,22,0.232091712,-0.208986539
7,2,23,-5.513986789,-0.022400613
7,2,24,0.001640563,-0.001477242
7,2,25,-2.25848914,-0.461211264
7,2,26,-0.964287145,-0.129516395
7,2,27,0,-0.020496218
7,2,28,-1.870483605,-0.311472551
7,2,29,2.944559609,1.348576926
7,2,30,0.449108162,-0.404398586
7,2,31,3.647025534,1.716042826
7,2,32,0,1.716042826
7,2,33,-0.037405731,0.033766991
7,2,34,4.284177921,2.142320177
7,2,35,-1.173040759,-0.44106983
7,2,36,0.431206168,0.11172123
7,2,37,-0.61172123,0.052214457
7,2,38,-1.052214457,-0.05014244
7,2,39,3.05014244,0.253505067
7,2,40,-3.253505067,-0.062988097
7,2,41,0.436001366,-0.392596597
7,2,42,0.392596597,-0.353512856
7,2,43,1.054874701,0.050140091
7,2,44,-0.050140091,0.045262583
7,2,45,5.341387441,2.690357885
7,2,46,1.632209642,0.030279947
7,2,47,1.293659982,2.835126341
7,2,48,1.873786783,0.312752272
7,2,49,-2.755818502,-0.512260908
7,2,50,0,2.83721067
7,2,51,0.512260908,-0.461264356
7,2,52,-2.301504926,0.07762005
7,2,53,-1.036465179,-0.064359666
7,2,54,5.1774722,3.33795505
7,2,55,4.16204495,3.752294577
7,2,56,-0.027090235,0.024454962
7,2,57,0.38967311,-0.350880407
7,2,58,0.350880407,-0.315949592
7,2,59,6.240614004,4.380651044
7,2,60,3.907187427,0.481780546
8,2,1,0,0
8,2,2,0.895130207,0.151156552
8,2,3,-7.604869793,-1.811399004
8,2,4,-1.651156552,-0.264900509
8,2,5,1.951939262,-1.851005407
8,2,6,0.222566332,-0.211057532
8,2,7,0.346178329,-1.828277612
8,2,8,-0.671722388,-1.997537663
8,2,9,1.895130207,0.202866079
8,2,10,0.038175695,-0.036201648
8,2,11,-0.963798352,-0.279058759
8,2,12,0.078744603,-2.074672757
8,2,13,-1.659776877,-0.758452327
8,2,14,8.017907016,0.396695161
8,2,15,0.584557827,-0.554330618
8,2,16,5.590626794,0.698461871
8,2,17,1.110801367,-0.053362355
8,2,18,7.277446773,1.098866554
8,2,19,6.901133446,1.455720898
8,2,20,2.544279102,1.587284366
8,2,21,-1.309327466,-0.020595785
8,2,22,0.657743489,-0.123731885
8,2,23,8.509895366,1.930147295
8,2,24,1.433956881,-1.359807649
8,2,25,-1.709334443,-0.221382235
